user name,date,Game Mode,Kills,Damage,Survival Time,Rescue,Distance traveled,Skill Uses,Preferred Skill,Preferred Weapon 1,Preferred Weapon 2,Arsenal,Accuracy,Head shot,Earned Rank XP,Earned XP,High Tier,Final Position,Total Groups,Total players
gazadz,23/04/2024,Squad,2,764,9:30:00,0,3213,2,Trap master,AK117,Sniper XPR 50,0,"47,5%","0,0%",-10,4016,0,12,26,100
gazadz,24/04/2024,Squad,5,2025,13:46:00,2,3857,17,Trap master,AK117,Sniper XPR 50,1,"25,0%","0,0%",23,5777,0,7,25,100
gazadz,24/04/2024,Squad,1,250,3:11:00,0,1820,2,Trap master,AK117,Sniper XPR 50,0,"26,9%","0,0%",-51,1780,1,22,25,100
gazadz,24/04/2024,Squad,1,687,8:55:00,0,2509,2,Trap master,AK117,Sniper XPR 50,1,"41,6%","0,0%",0,3730,0,3,25,100
gazadz,24/04/2024,Squad,5,1372,12:50:00,0,4423,4,Trap master,AK117,Sniper XPR 50,1,"25,3%","0,0%",13,5275,0,8,26,100
gazadz,26/04/2024,Squad,4,1616,16:40:00,1,5140,4,Trap master,AK117,Sniper XPR 50,1,"25,5%","50,0%",28,6325,1,6,25,100
gazadz,26/04/2024,Squad,0,103,3:03:00,0,1819,0,Trap master,AK117,Sniper XPR 50,0,"12,5%","0,0%",0,1312,0,13,25,100
gazadz,26/04/2024,Squad,6,1650,15:19:00,1,5776,18,Trap master,AK117,Sniper XPR 50,1,"19,4%","0,0%",35,6120,1,5,25,100
gazadz,26/04/2024,Squad,7,1869,17:53:00,1,5490,9,Trap master,AK117,Sniper XPR 50,1,"29,1%","28,6%",23,6990,1,5,26,100
gazadz,26/04/2024,Squad,5,1282,19:23:00,1,6257,8,Trap master,AK117,Sniper XPR 50,1,"40,4%","20,0%",44,7315,1,2,26,100
gazadz,26/04/2024,Squad,0,0,1:51:00,0,1854,0,Trap master,AK117,Sniper XPR 50,0,"0,0%","0,0%",-53,1331,1,26,26,100
gazadz,27/04/2024,Squad,0,162,9:20:00,0,3091,0,Trap master,AK117,Sniper XPR 50,0,"7,3%","0,0%",-30,3756,0,13,26,100
gazadz,27/04/2024,Squad,1,349,3:00:00,0,1791,1,Trap master,AK117,Sniper XPR 50,0,"58,3%","0,0%",-22,1794,1,22,26,100
gazadz,27/04/2024,Squad,3,870,6:27:00,1,3023,3,Trap master,AK117,Sniper XPR 50,0,"29,9%","33,3%",-14,3168,1,17,27,100
gazadz,27/04/2024,Squad,5,1672,8:02:00,2,2524,6,Trap master,AK117,Sniper XPR 50,0,"39,3%","20,0%",-9,3870,0,15,26,100
gazadz,27/04/2024,Squad,9,2914,19:30:00,3,5469,8,Trap master,AK117,Sniper XPR 50,1,"39,6%","0,0%",84,8190,1,1,25,100
gazadz,28/04/2024,Squad,3,974,11:32:00,1,3141,3,Trap master,AK117,Sniper XPR 50,0,"32,9%","0,0%",-26,4572,0,13,25,100
gazadz,28/04/2024,Squad,1,651,5:12:00,0,3022,0,Trap master,AK117,Sniper XPR 50,0,"46,8%","0,0%",-51,2472,1,20,26,100
gazadz,28/04/2024,Squad,0,0,2:58:00,0,2084,0,Trap master,AK117,Sniper XPR 50,0,"0,0%","0,0%",-22,1615,1,25,25,100
gazadz,28/04/2024,Squad,3,958,7:28:00,0,2862,1,Trap master,AK117,Sniper XPR 50,0,"92,3%","0,0%",-19,3486,0,19,26,100
gazadz,29/04/2024,Squad,1,442,19:03:00,1,2215,2,Trap master,AK117,Sniper XPR 50,0,"48,9%","0,0%",4,7087,1,2,27,100
gazadz,29/04/2024,Squad,5,1269,19:31:00,0,4287,12,Trap master,AK117,Sniper XPR 50,1,"23,7%","40,0%",40,7779,1,1,26,100
gazadz,29/04/2024,Squad,2,658,8:35:00,2,3237,4,Trap master,AK117,Sniper XPR 50,0,"30,5%","0,0%",-10,3730,0,16,25,100
gazadz,30/04/2024,Squad,6,1852,1:01:00,6,5497,5,Trap master,AK117,Sniper XPR 50,1,"22,8%","0,0%",30,6344,0,5,25,100
gazadz,30/04/2024,Squad,7,2226,12:51:00,1,4415,11,Trap master,AK117,Sniper XPR 50,1,"35,7%","0,0%",6,5699,1,9,25,100
gazadz,30/04/2024,Squad,2,643,8:19:00,2,2817,0,Trap master,AK117,Sniper XPR 50,0,"51,9%","0,0%",-9,3507,0,14,26,100
gazadz,30/04/2024,Squad,6,2424,15:59:00,0,4788,10,Trap master,AK117,Sniper XPR 50,1,"25,3%","33,3%",83,6520,0,1,26,100
gazadz,01/05/2024,Squad,0,105,2:25:00,0,1671,1,Trap master,AK117,Sniper XPR 50,0,"31,3%","0,0%",-52,1508,1,25,25,100
gazadz,01/05/2024,Squad,9,2541,18:53:00,0,6503,8,Trap master,AK117,Sniper XPR 50,1,"26,8%","11,1%",59,7690,0,1,28,100
gazadz,01/05/2024,Squad,5,1363,16:10:00,2,4636,7,Trap master,AK117,Sniper XPR 50,1,"40,4%","0,0%",37,6275,0,3,25,100
gazadz,01/05/2024,Squad,2,589,17:43:00,0,4298,6,Trap master,AK117,Sniper XPR 50,0,"44,6%","0,0%",27,6697,0,4,26,100
gazadz,01/05/2024,Squad,6,2324,19:20:00,0,5731,7,Trap master,AK117,Sniper XPR 50,1,"32,0%","0,0%",49,7696,0,2,26,100
hksya,11/04/2024,Squad,2,539,14:02:00,0,4945,2,Ghost,AK47,Bazzoca FHJ,0,"23,2%","50,0%",0,4481,0,8,27,100
hksya,12/04/2024,Squad,3,899,14:31:00,1,2953,1,Ghost,AK47,Bazzoca FHJ,1,"45,8%","0,0%",4,4464,0,6,26,100
hksya,13/04/2024,Squad,5,1258,10:43:00,0,3207,1,Ghost,AK47,Bazzoca FHJ,1,"24,4%","0,0%",-18,3622,0,11,27,100
hksya,14/04/2024,Squad,3,565,17:53:00,0,3948,0,Ghost,AK47,Bazzoca FHJ,0,"9,5%","33,3%",19,5272,0,3,26,100
hksya,15/04/2024,Squad,2,534,17:56:00,1,5457,3,Ghost,AK47,Bazzoca FHJ,0,"13,3%","0,0%",46,5364,0,1,26,100
hksya,16/04/2024,Squad,3,1231,17:45:00,0,4738,0,Ghost,AK47,Bazzoca FHJ,1,"20,1%","33,3%",28,5300,0,2,25,100
hksya,16/04/2024,Squad,1,449,12:18:00,0,4131,0,Ghost,AK47,Bazzoca FHJ,0,"22,1%","0,0%",-17,3772,0,10,25,100
hksya,16/04/2024,Squad,0,0,9:02:00,0,2788,0,Ghost,AK47,Bazzoca FHJ,0,"0,0%","0,0%",-35,2818,0,15,25,100
hksya,17/04/2024,Squad,2,474,7:10:00,0,2246,0,Ghost,AK47,Bazzoca FHJ,0,"28,4%","0,0%",0,2530,0,14,27,100
hksya,17/04/2024,Squad,3,691,18:00:00,0,4593,5,Ghost,AK47,Bazzoca FHJ,0,"15,7%","33,3%",30,5360,0,2,27,100
hksya,17/04/2024,Squad,3,862,18:12:00,2,3748,0,Ghost,AK47,Bazzoca FHJ,1,"37,4%","0,0%",26,5408,0,2,25,100
hksya,17/04/2024,Squad,1,360,10:36:00,0,3682,2,Ghost,AK47,Bazzoca FHJ,0,"20,9%","0,0%",-22,3274,0,11,26,100
hksya,20/04/2024,Squad,1,349,4:32:00,0,1154,0,Ghost,AK47,Bazzoca FHJ,0,"36,0%","100,0%",0,1908,1,20,25,100
hksya,20/04/2024,Squad,1,866,19:33:00,0,4982,0,Ghost,AK47,Bazzoca FHJ,0,"8,4%","0,0%",88,5955,1,1,26,100
hksya,20/04/2024,Squad,0,0,2:18:00,0,1294,0,Ghost,AK47,Bazzoca FHJ,0,"0,0%","0,0%",0,1188,1,25,26,100
hksya,20/04/2024,Squad,2,490,17:04:00,0,5424,0,Ghost,AK47,Bazzoca FHJ,0,"12,7%","50,0%",92,5308,0,2,25,100
hksya,20/04/2024,Squad,0,0,9:09:00,0,2658,0,Ghost,AK47,Bazzoca FHJ,0,"0,0%","0,0%",0,2988,0,16,25,100
hksya,21/04/2024,Squad,1,415,11:51:00,0,4129,0,Ghost,AK47,Bazzoca FHJ,0,"11,3%","0,0%",15,3847,0,10,25,100
hksya,21/04/2024,Squad,3,1125,17:28:00,0,5658,0,Ghost,AK47,Bazzoca FHJ,1,"23,5%","33,3%",85,5172,0,3,25,100
hksya,21/04/2024,Squad,2,566,9:23:00,0,3083,3,Ghost,AK47,Bazzoca FHJ,0,"66,3%","0,0%",11,3215,0,13,25,100
hksya,21/04/2024,Squad,3,785,11:56:00,0,3973,1,Ghost,AK47,Bazzoca FHJ,0,"18,2%","33,3%",37,3844,1,8,27,100
hksya,21/04/2024,Squad,2,625,17:49:00,1,3104,0,Ghost,AK47,Bazzoca FHJ,0,"37,2%","0,0%",56,5236,1,2,26,100
hksya,21/04/2024,Squad,2,652,17:47:00,1,6340,0,Ghost,AK47,Bazzoca FHJ,0,"12,1%","0,0%",65,5426,0,3,25,100
hksya,21/04/2024,Squad,1,300,18:02:00,0,3835,0,Ghost,AK47,Bazzoca FHJ,0,"22,7%","0,0%",67,5468,0,2,26,100
hksya,24/04/2024,Squad,3,954,17:01:00,1,4594,1,Ghost,AK47,Bazzoca FHJ,1,"29,8%","0,0%",50,5064,0,4,25,100
hksya,24/04/2024,Squad,2,660,15:57:00,0,3042,0,Ghost,AK47,Bazzoca FHJ,0,"12,5%","0,0%",39,4728,1,5,25,100
hksya,25/04/2024,Squad,0,367,7:42:00,0,2659,3,Ghost,AK47,Bazzoca FHJ,0,"13,3%","0,0%",-19,2498,1,18,26,100
hksya,26/04/2024,Squad,2,596,12:28:00,0,3897,0,Ghost,AK47,Bazzoca FHJ,1,"20,9%","0,0%",-1,7612,0,11,27,100
hksya,26/04/2024,Squad,2,2094,19:43:00,0,5540,1,Ghost,AK47,Bazzoca FHJ,1,"17,3%","0,0%",80,11993,1,2,25,100
hksya,26/04/2024,Squad,2,1150,16:46:00,0,4787,0,Ghost,AK47,Bazzoca FHJ,1,"22,8%","0,0%",76,10422,1,1,27,100
hksya,26/04/2024,Squad,2,806,13:17:00,1,4424,0,Ghost,AK47,Bazzoca FHJ,0,"25,7%","0,0%",31,8380,0,7,26,100
hksya,27/04/2024,Squad,3,650,10:27:00,0,3255,0,Ghost,AK47,Bazzoca FHJ,0,"28,4%","33,3%",-2,6965,0,11,25,100
hksya,28/04/2024,Squad,3,853,17:13:00,0,6102,1,Ghost,AK47,Bazzoca FHJ,1,"18,8%","0,0%",75,10344,1,2,27,100
hksya,28/04/2024,Squad,3,787,10:06:00,1,2417,0,Ghost,AK47,Bazzoca FHJ,0,"16,1%","0,0%",0,7203,0,7,25,100
hksya,28/04/2024,Squad,4,902,17:38:00,0,4694,8,Ghost,AK47,Bazzoca FHJ,0,"32,0%","0,0%",77,10904,1,1,25,100
hksya,28/04/2024,Squad,4,1211,19:07:00,0,3420,0,Ghost,AK47,Bazzoca FHJ,1,"32,6%","0,0%",114,11701,1,2,25,100
hksya,28/04/2024,Squad,0,197,8:26:00,0,4141,1,Ghost,AK47,Bazzoca FHJ,0,"9,9%","0,0%",64,10544,1,2,26,100
hksya,28/04/2024,Squad,3,765,18:01:00,1,6088,1,Ghost,AK47,Bazzoca FHJ,0,"13,8%","0,0%",79,10728,1,2,25,100
hksya,28/04/2024,Squad,3,1221,18:31:00,0,5619,0,Ghost,AK47,Bazzoca FHJ,1,"8,5%","0,0%",73,11168,1,1,25,100
hksya,28/04/2024,Squad,3,1208,18:56:00,0,5622,0,Ghost,AK47,Bazzoca FHJ,1,"14,2%","0,0%",103,11652,1,1,27,100
hksya,28/04/2024,Squad,5,1019,18:16:00,0,5183,0,Ghost,AK47,Bazzoca FHJ,1,"14,5%","0,0%",75,11570,0,1,25,100
hksya,28/04/2024,Squad,6,1464,17:28:00,1,5161,2,Ghost,AK47,Bazzoca FHJ,1,"27,8%","16,7%",75,5572,0,1,26,100
hksya,28/04/2024,Squad,5,1452,18:12:00,1,5038,0,Ghost,AK47,Bazzoca FHJ,1,"24,0%","0,0%",78,5668,0,1,25,100
hksya,29/04/2024,Squad,3,784,19:06:00,1,5055,2,Ghost,AK47,Bazzoca FHJ,0,"12,9%","0,0%",60,5624,0,2,26,100
hksya,29/04/2024,Squad,3,1160,17:24:00,0,3836,1,Ghost,AK47,Bazzoca FHJ,1,"45,5%","0,0%",48,5156,0,3,26,100
hksya,29/04/2024,Squad,7,1699,15:56:00,0,5851,0,Ghost,AK47,Bazzoca FHJ,1,"19,1%","14,3%",75,5248,0,1,25,100
hksya,01/05/2024,Squad,0,0,1:50:00,0,975,0,Ghost,AK47,Bazzoca FHJ,0,"0,0%","0,0%",0,1020,1,25,25,100
hksya,01/05/2024,Squad,3,540,9:19:00,0,3264,0,Ghost,AK47,Bazzoca FHJ,0,"27,4%","0,0%",0,3126,0,3,25,100
santiserver,24/04/2024,Squad,4,1434,15:52:00,0,4599,3,Smoke Bomber,M4,Sniper Artic .50,1,"24,2%","0,0%",65,5667,0,2,25,100
santiserver,24/04/2024,Squad,10,3036,18:11:00,2,4998,4,Smoke Bomber,M4,Sniper Artic .50,1,"22,8%","0,0%",84,6873,0,1,25,100
santiserver,24/04/2024,Squad,2,809,9:24:00,0,2620,1,Smoke Bomber,M4,Sniper Artic .50,0,"36,1%","0,0%",-3,3525,0,14,25,100
santiserver,24/04/2024,Squad,4,2089,15:59:00,2,4367,5,Smoke Bomber,M4,Sniper Artic .50,1,"20,1%","0,0%",38,5630,1,8,26,100
santiserver,25/04/2024,Squad,8,2274,17:41:00,3,4452,2,Smoke Bomber,M4,Sniper Artic .50,1,"38,2%","25,0%",84,6651,0,1,26,100
santiserver,25/04/2024,Squad,4,1363,10:52:00,0,2792,1,Smoke Bomber,M4,Sniper Artic .50,0,"40,9%","50,0%",-14,4114,0,18,26,100
santiserver,25/04/2024,Squad,6,2170,20:35:00,2,5756,2,Smoke Bomber,M4,Sniper Artic .50,1,"36,8%","0,0%",94,7268,1,1,26,100
santiserver,26/04/2024,Squad,0,416,19:41:00,1,4032,3,Smoke Bomber,M4,Sniper Artic .50,0,"28,1%","0,0%",76,6467,0,1,27,100
santiserver,26/04/2024,Squad,0,245,5:10:00,0,946,0,Smoke Bomber,M4,Sniper Artic .50,0,"32,1%","0,0%",-29,2093,1,21,25,100
santiserver,26/04/2024,Squad,5,1579,16:23:00,1,4677,2,Smoke Bomber,M4,Sniper Artic .50,1,"10,0%","60,0%",100,6016,1,1,25,100
santiserver,26/04/2024,Squad,5,1778,14:20:00,0,3666,1,Smoke Bomber,M4,Sniper Artic .50,1,"19,3%","0,0%",9,5387,0,11,27,100
santiserver,26/04/2024,Squad,8,2442,14:49:00,0,3739,3,Smoke Bomber,M4,Sniper Artic .50,1,"31,9%","0,0%",44,5922,0,5,25,100
santiserver,26/04/2024,Squad,6,1614,15:57:00,0,4808,3,Smoke Bomber,M4,Sniper Artic .50,1,"18,9%","16,7%",57,11237,1,2,26,100
santiserver,26/04/2024,Squad,4,1752,13:07:00,0,3065,2,Smoke Bomber,M4,Sniper Artic .50,1,"52,8%","0,0%",-1,9058,0,13,26,100
santiserver,26/04/2024,Squad,0,275,19:03:00,0,1695,1,Smoke Bomber,M4,Sniper Artic .50,0,"35,5%","0,0%",0,3831,0,2,25,100
santiserver,26/04/2024,Squad,7,2086,18:26:00,1,3891,2,Smoke Bomber,M4,Sniper Artic .50,1,"30,9%","28,6%",60,12306,1,4,25,100
santiserver,26/04/2024,Squad,7,2358,16:01:00,2,4890,2,Smoke Bomber,M4,Sniper Artic .50,1,"22,2%","0,0%",78,11403,0,1,25,100
santiserver,26/04/2024,Squad,3,1353,17:45:00,0,4052,2,Smoke Bomber,M4,Sniper Artic .50,1,"32,7%","33,3%",43,11395,1,2,25,100
santiserver,26/04/2024,Squad,1,367,13:39:00,0,4393,3,Smoke Bomber,M4,Sniper Artic .50,0,"22,8%","0,0%",4,8440,0,11,25,100
santiserver,26/04/2024,Squad,4,1727,17:28:00,1,5721,0,Smoke Bomber,M4,Sniper Artic .50,1,"33,3%","25,0%",104,11905,1,1,26,100
santiserver,26/04/2024,Squad,6,1363,15:53:00,2,4948,0,Smoke Bomber,M4,Sniper Artic .50,1,"34,6%","0,0%",44,10893,0,4,25,100
santiserver,26/04/2024,Squad,3,634,10:35:00,0,3518,2,Smoke Bomber,M4,Sniper Artic .50,0,"37,7%","0,0%",4,7744,0,10,26,100
santiserver,26/04/2024,Squad,2,1193,15:30:00,1,4049,2,Smoke Bomber,M4,Sniper Artic .50,1,"22,2%","0,0%",33,9933,0,7,26,100
santiserver,26/04/2024,Squad,2,741,11:22:00,0,2584,0,Smoke Bomber,M4,Sniper Artic .50,0,"13,8%","0,0%",-2,7606,0,12,25,100
santiserver,27/04/2024,Squad,0,0,4:28:00,0,1046,0,Smoke Bomber,M4,Sniper Artic .50,0,"0,0%","0,0%",0,3551,0,3,26,100
santiserver,27/04/2024,Squad,6,2048,17:29:00,0,3519,2,Smoke Bomber,M4,Sniper Artic .50,1,"57,1%","16,7%",37,11644,1,4,26,100
santiserver,27/04/2024,Squad,4,1125,10:39:00,0,3110,1,Smoke Bomber,M4,Sniper Artic .50,1,"51,1%","0,0%",1,7774,0,10,27,100
santiserver,27/04/2024,Squad,4,1312,16:14:00,4,3714,2,Smoke Bomber,M4,Sniper Artic .50,1,"37,3%","25,0%",60,10784,1,2,26,100
santiserver,27/04/2024,Squad,4,619,17:52:00,0,4918,2,Smoke Bomber,M4,Sniper Artic .50,0,"14,7%","25,0%",53,11627,1,2,25,100
santiserver,29/04/2024,Squad,1,219,5:47:00,1,1942,1,Smoke Bomber,M4,Sniper Artic .50,0,"17,2%","0,0%",-19,4553,0,17,26,100
santiserver,29/04/2024,Squad,2,705,7:43:00,1,2320,3,Smoke Bomber,M4,Sniper Artic .50,0,"33,3%","0,0%",-6,3061,0,15,25,100
santiserver,29/04/2024,Squad,8,1830,18:22:00,0,4916,1,Smoke Bomber,M4,Sniper Artic .50,1,"45,1%","0,0%",74,6840,0,1,25,100
santiserver,29/04/2024,Squad,1,739,17:52:00,0,3738,1,Smoke Bomber,M4,Sniper Artic .50,0,"23,5%","0,0%",33,5874,0,4,25,100
santiserver,29/04/2024,Squad,4,1494,19:19:00,2,3696,0,Smoke Bomber,M4,Sniper Artic .50,1,"61,4%","25,0%",71,6619,0,2,25,100
santiserver,29/04/2024,Squad,3,826,16:13:00,0,5347,4,Smoke Bomber,M4,Sniper Artic .50,1,"22,3%","0,0%",29,5602,0,4,25,100
santiserver,29/04/2024,Squad,6,1901,17:00:00,0,4329,2,Smoke Bomber,M4,Sniper Artic .50,1,"41,6%","16,7%",74,6279,0,1,26,100
santiserver,29/04/2024,Squad,4,2148,15:58:00,1,5413,3,Smoke Bomber,M4,Sniper Artic .50,1,"24,6%","0,0%",48,5625,0,5,25,100
santiserver,29/04/2024,Squad,3,1942,19:01:00,2,3359,5,Smoke Bomber,M4,Sniper Artic .50,1,"28,9%","66,7%",52,6375,0,4,26,100
santiserver,30/04/2024,Squad,1,1243,17:20:00,1,5002,3,Smoke Bomber,M4,Sniper Artic .50,1,"8,1%","0,0%",31,5727,0,5,26,100
santiserver,30/04/2024,Squad,4,2328,16:44:00,0,5507,3,Smoke Bomber,M4,Sniper Artic .50,1,"33,1%","0,0%",61,5906,0,2,25,100
santiserver,30/04/2024,Squad,2,846,13:42:00,0,3408,1,Smoke Bomber,M4,Sniper Artic .50,0,"24,1%","50,0%",-4,4816,0,9,25,100
santiserver,30/04/2024,Squad,2,528,8:45:00,0,2678,0,Smoke Bomber,M4,Sniper Artic .50,0,"35,3%","0,0%",-42,2915,1,20,26,100
santiserver,02/05/2024,Squad,0,189,8:23:00,0,1882,1,Smoke Bomber,M4,Sniper Artic .50,0,"12,5%","0,0%",0,3194,0,8,27,100
santiserver,02/05/2024,Squad,4,2006,13:50:00,0,3851,2,Smoke Bomber,M4,Sniper Artic .50,1,"41,9%","25,0%",25,5037,0,6,26,100
santiserver,02/05/2024,Squad,4,1114,11:18:00,0,3616,1,Smoke Bomber,M4,Sniper Artic .50,1,"22,2%","0,0%",-14,4234,0,12,25,100
santiserver,02/05/2024,Squad,2,550,3:17:00,0,1903,1,Smoke Bomber,M4,Sniper Artic .50,0,"54,7%","0,0%",-43,1833,1,22,26,100
santiserver,02/05/2024,Squad,2,834,10:50:00,0,3942,1,Smoke Bomber,M4,Sniper Artic .50,0,"33,3%","0,0%",-16,4091,0,12,26,100
santiserver,02/05/2024,Squad,1,521,16:05:00,0,4570,2,Smoke Bomber,M4,Sniper Artic .50,0,"15,0%","0,0%",46,5616,0,5,25,100
santiserver,02/05/2024,Squad,9,2383,20:10:00,1,4346,3,Smoke Bomber,M4,Sniper Artic .50,1,"23,7%","22,2%",45,7632,1,2,25,100
dayiszc,02/05/2024,Single,3,735,4:29:00,0,1858,0,Rewind,AK47,Bazzoca FHJ,0,"48,1%","66,7%",-42,1623,0,73,100,100
dayiszc,02/05/2024,Single,7,1478,16:11:00,0,3314,2,Rewind,AK47,Bazzoca FHJ,0,"28,1%","28,6%",26,5702,0,6,100,100
dayiszc,02/05/2024,Single,9,2484,18:08:00,0,3939,2,Rewind,AK47,Bazzoca FHJ,1,"29,3%","11,1%",58,6569,0,1,100,100
dayiszc,02/05/2024,Single,7,1989,16:39:00,0,4331,1,Rewind,AK47,Bazzoca FHJ,1,"32,9%","22,2%",25,6001,0,7,100,100
dayiszc,02/05/2024,Single,9,1399,20:41:00,0,4314,1,Rewind,AK47,Bazzoca FHJ,1,"29,1%","33,3%",37,7066,0,3,100,100
dayiszc,02/05/2024,Single,8,1798,17:35:00,0,3763,0,Rewind,AK47,Bazzoca FHJ,1,"24,0%","12,5%",37,6160,0,3,100,100
krisshot,19/04/2024,Squad,1,199,11:05:00,0,3229,2,Clown,Oden,Sniper DLQ,0,"16,1%","0,0%",9,4237,0,12,25,100
krisshot,19/04/2024,Squad,1,312,6:16:00,0,2713,2,Clown,Oden,Sniper DLQ,0,"19,2%","0,0%",0,2792,1,18,25,100
