user name,date,Game Mode,Kills,Damage,Survival Time,Rescue,Distance traveled,Skill Uses,Preferred Skill,Preferred Weapon 1,Preferred Weapon 2,Arsenal,Accuracy,Head shot,Earned Rank XP,Earned XP,High Tier,Final Position,Total Groups,Total players
krisshot,19/04/2024,Squad,3,1145,11:56:00,1,3550,2,Clown,Oden,Sniper DLQ,1,"71,0%","33,3%",20,4805,0,10,26,100
krisshot,19/04/2024,Squad,2,605,15:20:00,0,4413,2,Clown,Oden,Sniper DLQ,0,"37,0%","0,0%",60,4580,0,3,27,100
krisshot,20/04/2024,Squad,2,709,16:20:00,0,3970,3,Clown,Oden,Sniper DLQ,0,"14,7%","0,0%",69,6100,1,2,26,100
krisshot,21/04/2024,Squad,0,412,15:37:00,1,3780,2,Clown,Oden,Sniper DLQ,0,"33,3%","0,0%",47,5610,0,3,25,100
krisshot,21/04/2024,Squad,8,1934,13:43:00,2,3422,7,Clown,Oden,Sniper DLQ,1,"26,1%","12,5%",40,5840,0,7,25,100
krisshot,21/04/2024,Squad,4,1267,8:49:00,0,3349,4,Clown,Oden,Sniper DLQ,1,"28,3%","0,0%",9,3857,1,15,25,100
krisshot,21/04/2024,Squad,5,1238,16:11:00,0,5285,5,Clown,Oden,Sniper DLQ,1,"36,2%","40,0%",61,6280,1,4,26,100
krisshot,21/04/2024,Squad,1,647,11:38:00,0,3489,1,Clown,Oden,Sniper DLQ,0,"19,7%","0,0%",9,4515,0,10,27,100
krisshot,22/04/2024,Squad,2,932,15:00:00,0,3956,2,Clown,Oden,Sniper DLQ,0,"33,6%","0,0%",34,5625,0,6,25,100
krisshot,22/04/2024,Squad,3,701,13:29:00,0,3760,3,Clown,Oden,Sniper DLQ,0,"36,6%","33,3%",49,5480,0,5,25,100
krisshot,22/04/2024,Squad,3,723,8:40:00,1,1927,1,Clown,Oden,Sniper DLQ,0,"58,5%","0,0%",-10,3860,1,17,26,100
krisshot,22/04/2024,Squad,1,376,9:44:00,0,2317,1,Clown,Oden,Sniper DLQ,0,"77,8%","0,0%",-3,3832,0,14,25,100
krisshot,22/04/2024,Squad,6,1805,19:22:00,0,3512,6,Clown,Oden,Sniper DLQ,1,"33,6%","16,7%",69,7335,0,3,26,100
krisshot,22/04/2024,Squad,4,973,19:42:00,0,6782,6,Clown,Oden,Sniper DLQ,1,"38,7%","0,0%",105,7435,1,1,26,100
krisshot,23/04/2024,Squad,0,477,13:30:00,1,3572,8,Clown,Oden,Sniper DLQ,0,"12,9%","0,0%",18,4975,0,9,26,100
krisshot,24/04/2024,Squad,2,645,14:24:00,0,2653,3,Clown,Oden,Sniper DLQ,0,"71,1%","50,0%",1,4266,0,5,25,100
krisshot,24/04/2024,Squad,0,176,6:47:00,0,2634,1,Clown,Oden,Sniper DLQ,1,"17,4%","0,0%",0,2847,0,3,25,100
krisshot,24/04/2024,Squad,2,581,6:45:00,0,2581,1,Clown,Oden,Sniper DLQ,0,"40,3%","0,0%",-23,3037,0,19,26,100
krisshot,24/04/2024,Squad,3,799,5:15:00,0,1895,2,Clown,Oden,Sniper DLQ,0,"43,0%","0,0%",-24,2687,0,20,25,100
krisshot,24/04/2024,Squad,1,108,10:10:00,0,3094,0,Clown,Oden,Sniper DLQ,0,"10,8%","0,0%",4,3962,0,16,50,100
krisshot,25/04/2024,Squad,4,1007,17:44:00,0,4101,6,Clown,Oden,Sniper DLQ,1,"53,7%","0,0%",64,12096,1,2,25,100
krisshot,26/04/2024,Squad,2,1014,18:29:00,0,4938,2,Clown,Oden,Sniper DLQ,1,"42,1%","0,0%",67,12366,1,1,26,100
krisshot,26/04/2024,Squad,0,0,6:35:00,0,2722,0,Clown,Oden,Sniper DLQ,0,"0,0%","0,0%",-21,5017,1,18,25,100
krisshot,26/04/2024,Squad,1,618,10:11:00,0,2856,3,Clown,Oden,Sniper DLQ,0,"28,7%","0,0%",0,7141,0,7,25,100
krisshot,26/04/2024,Squad,6,1660,19:20:00,1,6536,9,Clown,Oden,Sniper DLQ,1,"17,5%","0,0%",84,13545,1,1,25,100
krisshot,27/04/2024,Squad,5,1432,17:16:00,1,4434,4,Clown,Oden,Sniper DLQ,1,"35,1%","0,0%",81,12249,0,1,25,100
krisshot,27/04/2024,Squad,9,2554,16:58:00,2,5074,7,Clown,Oden,Sniper DLQ,1,"44,4%","11,1%",168,12807,0,1,25,100
krisshot,27/04/2024,Squad,5,1215,16:34:00,0,4648,2,Clown,Oden,Sniper DLQ,1,"35,7%","0,0%",43,11511,0,6,25,100
krisshot,28/04/2024,Squad,2,399,11:01:00,0,3752,2,Clown,Oden,Sniper DLQ,0,"19,3%","0,0%",6,7798,1,11,26,100
krisshot,28/04/2024,Squad,5,1406,19:21:00,1,6198,7,Clown,Oden,Sniper DLQ,1,"35,6%","0,0%",77,7727,0,1,25,100
krisshot,28/04/2024,Squad,8,2459,17:52:00,0,4500,6,Clown,Oden,Sniper DLQ,1,"36,6%","25,0%",63,7446,1,2,25,100
krisshot,28/04/2024,Squad,1,437,17:21:00,3,4905,4,Clown,Oden,Sniper DLQ,0,"33,9%","0,0%",50,6479,0,3,26,100
krisshot,28/04/2024,Squad,3,589,15:27:00,1,4756,4,Clown,Oden,Sniper DLQ,0,"19,8%","0,0%",41,5860,0,4,26,100
krisshot,28/04/2024,Squad,12,2361,18:10:00,1,6079,5,Clown,Oden,Sniper DLQ,1,"30,3%","8,3%",78,7775,0,1,27,100
krisshot,29/04/2024,Squad,5,1320,19:07:00,1,3601,5,Clown,Oden,Sniper DLQ,1,"21,6%","20,0%",64,7360,0,1,25,100
krisshot,30/04/2024,Squad,4,767,20:38:00,0,5033,2,Clown,Oden,Sniper DLQ,0,"29,6%","0,0%",104,7590,1,2,25,100
krisshot,30/04/2024,Squad,1,296,14:47:00,1,4860,0,Clown,Oden,Sniper DLQ,0,"29,8%","0,0%",7,5460,0,10,27,100
krisshot,01/05/2024,Squad,4,2175,16:46:00,4,4400,4,Clown,Oden,Sniper DLQ,1,"18,2%","25,0%",54,6355,0,3,25,100
krisshot,01/05/2024,Squad,2,1001,13:15:00,0,2992,3,Clown,Oden,Sniper DLQ,1,"43,2%","0,0%",24,5304,0,7,25,100
krisshot,01/05/2024,Squad,6,2139,17:51:00,2,4813,5,Clown,Oden,Sniper DLQ,1,"41,1%","0,0%",63,7155,1,4,26,100
krisshot,01/05/2024,Squad,5,1945,19:28:00,1,2921,5,Clown,Oden,Sniper DLQ,1,"46,2%","0,0%",1,4152,0,16,26,100
krisshot,01/05/2024,Squad,7,2040,17:39:00,1,4052,4,Clown,Oden,Sniper DLQ,1,"47,7%","14,3%",46,6920,1,3,25,100
krisshot,02/05/2024,Squad,8,2966,18:16:00,1,5871,6,Clown,Oden,Sniper DLQ,1,"20,3%","12,5%",76,7405,0,1,25,100
krisshot,02/05/2024,Squad,4,1171,12:48:00,0,4036,2,Clown,Oden,Sniper DLQ,1,"28,3%","0,0%",14,5185,1,10,26,100
krisshot,02/05/2024,Squad,7,2645,18:18:00,2,6354,10,Clown,Oden,Sniper DLQ,1,"28,6%","14,3%",76,7315,1,1,25,100
krisshot,02/05/2024,Squad,6,2023,17:11:00,4,4187,4,Clown,Oden,Sniper DLQ,1,"49,8%","16,7%",39,6680,0,3,25,100
bashary,21/04/2024,Squad,1,247,19:19:00,0,5319,1,Spotter,AK47,Sniper Tundra,0,"18,8%","0,0%",34,12411,1,2,25,100
bashary,22/04/2024,Squad,2,494,10:12:00,0,2712,0,Spotter,AK47,Sniper Tundra,0,"16,3%","0,0%",-12,7330,0,11,25,100
bashary,23/04/2024,Squad,3,1102,19:29:00,0,4794,2,Spotter,AK47,Sniper Tundra,1,"30,9%","33,3%",30,12861,1,2,25,100
bashary,24/04/2024,Squad,0,0,2:27:00,0,1795,0,Spotter,AK47,Sniper Tundra,0,"0,0%","0,0%",0,2336,0,11,25,100
bashary,25/04/2024,Squad,3,1102,19:29:00,0,4794,2,Spotter,AK47,Sniper Tundra,1,"30,9%","33,3%",30,12861,1,2,25,100
bashary,26/04/2024,Squad,6,1354,16:03:00,0,5258,0,Spotter,AK47,Sniper Tundra,1,"39,8%","0,0%",33,11412,1,3,25,100
bashary,27/04/2024,Squad,1,376,9:53:00,0,2733,0,Spotter,AK47,Sniper Tundra,0,"23,9%","0,0%",-32,6979,0,14,27,100
bashary,28/04/2024,Squad,1,299,7:24:00,0,1533,0,Spotter,AK47,Sniper Tundra,0,"36,4%","0,0%",-41,5638,0,19,25,100
bashary,29/04/2024,Squad,2,415,16:50:00,0,4219,0,Spotter,AK47,Sniper Tundra,0,"14,6%","0,0%",38,11250,1,2,25,100
bashary,28/04/2024,Squad,0,0,9:03:00,0,3259,0,Spotter,AK47,Sniper Tundra,0,"0,0%","0,0%",-30,6349,0,17,26,100
bashary,28/04/2024,Squad,0,0,3:04:00,0,1427,0,Spotter,AK47,Sniper Tundra,0,"0,0%","0,0%",-45,2961,0,24,26,100
bashary,29/04/2024,Squad,2,457,16:04:00,0,4952,0,Spotter,AK47,Sniper Tundra,0,"20,0%","0,0%",53,11061,0,1,26,100
bashary,30/04/2024,Squad,7,1603,18:05:00,0,5894,1,Spotter,AK47,Sniper Tundra,1,"40,9%","0,0%",45,13050,1,1,25,100
bashary,30/04/2024,Squad,4,1093,15:12:00,0,3700,4,Spotter,AK47,Sniper Tundra,1,"35,5%","0,0%",23,10593,1,5,25,100
bashary,01/05/2024,Squad,4,1366,17:38:00,0,4084,1,Spotter,AK47,Sniper Tundra,1,"23,3%","0,0%",33,6615,0,3,25,100
bashary,01/05/2024,Squad,0,48,2:30:00,0,797,0,Spotter,AK47,Sniper Tundra,0,"16,7%","0,0%",-45,1475,1,27,27,100
bashary,02/05/2024,Squad,4,722,16:00:00,2,4480,7,Spotter,AK47,Sniper Tundra,0,"15,0%","25,0%",25,11025,1,6,25,100
bashary,02/05/2024,Squad,6,1679,17:37:00,0,4974,9,Spotter,AK47,Sniper Tundra,1,"29,5%","0,0%",34,6885,0,2,26,100
bashary,02/05/2024,Squad,5,1848,12:06:00,0,3798,1,Spotter,AK47,Sniper Tundra,1,"32,0%","20,0%",27,4942,0,15,27,100
toporouge,24/04/2024,Squad,4,1034,18:27:00,1,4073,3,Scout,AK117,Sniper XPR 50,1,"48,5%","25,0%",174,6935,0,2,25,100
toporouge,24/04/2024,Squad,1,299,16:54:00,0,2067,1,Scout,AK117,Sniper XPR 50,0,"49,2%","0,0%",0,2878,0,2,25,100
toporouge,24/04/2024,Squad,5,1411,15:34:00,1,2993,2,Scout,AK117,Sniper XPR 50,1,"49,1%","0,0%",83,6095,0,6,26,100
toporouge,24/04/2024,Duo,9,2313,15:00:00,0,3224,0,Scout,AK117,Sniper XPR 50,1,"51,6%","0,0%",88,6325,0,7,50,100
toporouge,25/04/2024,Duo,14,2962,19:10:00,1,4679,4,Scout,AK117,Sniper XPR 50,1,"66,8%","7,1%",138,8150,1,2,52,100
toporouge,25/04/2024,Duo,1,263,7:10:00,0,2202,2,Scout,AK117,Sniper XPR 50,0,"45,5%","0,0%",0,2875,0,33,50,100
toporouge,25/04/2024,Squad,4,1220,18:03:00,0,4509,5,Scout,AK117,Sniper XPR 50,1,"51,2%","0,0%",109,6740,1,4,27,100
toporouge,25/04/2024,Single,7,1414,18:32:00,0,3371,3,Scout,AK117,Sniper XPR 50,1,"54,1%","0,0%",143,7185,1,4,100,100
toporouge,25/04/2024,Single,7,1743,17:06:00,0,4280,1,Scout,AK117,Sniper XPR 50,1,"60,4%","28,6%",95,6755,0,3,100,100
toporouge,26/04/2024,Single,9,2210,17:08:00,0,3266,1,Scout,AK117,Sniper XPR 50,1,"58,4%","0,0%",94,6995,0,3,100,100
toporouge,26/04/2024,Single,4,850,13:00:00,0,3303,0,Scout,AK117,Sniper XPR 50,0,"55,8%","0,0%",12,5025,0,25,100,100
toporouge,26/04/2024,Single,3,905,19:19:00,0,3052,3,Scout,AK117,Sniper XPR 50,1,"75,0%","0,0%",124,7095,0,2,100,100
toporouge,26/04/2024,Single,3,513,12:23:00,0,3300,2,Scout,AK117,Sniper XPR 50,0,"65,6%","0,0%",28,4827,0,17,100,100
toporouge,27/04/2024,Single,0,0,1:15:00,0,1341,0,Scout,AK117,Sniper XPR 50,0,"0,0%","0,0%",-30,475,1,99,100,100
toporouge,28/04/2024,Single,1,581,9:12:00,0,2522,5,Scout,AK117,Sniper XPR 50,0,"67,9%","100,0%",-6,3485,0,40,100,100
toporouge,28/04/2024,Single,0,240,4:33:00,0,2339,0,Scout,AK117,Sniper XPR 50,0,"6,7%","0,0%",-25,1677,0,62,100,100
toporouge,28/04/2024,Single,6,1251,8:55:00,0,2856,0,Scout,AK117,Sniper XPR 50,1,"48,6%","0,0%",-1,3900,0,40,100,100
toporouge,28/04/2024,Single,1,269,4:21:00,0,1859,0,Scout,AK117,Sniper XPR 50,0,"52,9%","0,0%",-28,1605,0,71,100,100
toporouge,28/04/2024,Single,5,956,15:52:00,0,3331,1,Scout,AK117,Sniper XPR 50,0,"78,6%","0,0%",76,11133,1,8,100,100
toporouge,28/04/2024,Single,7,1480,19:51:00,0,3503,4,Scout,AK117,Sniper XPR 50,1,"48,3%","14,3%",128,7655,0,2,100,100
toporouge,28/04/2024,Single,3,882,18:18:00,0,2938,0,Scout,AK117,Sniper XPR 50,0,"75,0%","0,0%",82,6715,0,3,100,100
toporouge,28/04/2024,Single,2,613,7:02:00,0,1863,2,Scout,AK117,Sniper XPR 50,0,"37,9%","0,0%",-18,2722,1,58,100,100
toporouge,29/04/2024,Single,5,1104,11:28:00,0,3509,0,Scout,AK117,Sniper XPR 50,1,"54,5%","0,0%",13,4665,0,24,100,100
toporouge,29/04/2024,Single,2,773,14:35:00,0,2971,0,Scout,AK117,Sniper XPR 50,0,"27,2%","0,0%",43,5387,1,15,100,100
toporouge,29/04/2024,Single,6,943,17:55:00,0,4656,3,Scout,AK117,Sniper XPR 50,0,"41,2%","16,7%",78,6900,0,3,100,100
toporouge,29/04/2024,Single,7,1381,18:04:00,0,14015,2,Scout,AK117,Sniper XPR 50,1,"36,0%","14,3%",5,7045,1,3,100,100
toporouge,29/04/2024,Single,2,399,2:49:00,0,1264,0,Scout,AK117,Sniper XPR 50,0,"63,6%","0,0%",-28,1145,1,87,100,100
toporouge,30/04/2024,Single,3,525,15:39:00,0,3909,2,Scout,AK117,Sniper XPR 50,0,"36,1%","0,0%",76,5920,0,5,100,100
toporouge,30/04/2024,Single,4,714,17:26:00,0,2660,4,Scout,AK117,Sniper XPR 50,0,"48,1%","0,0%",53,6555,0,5,100,100
toporouge,30/04/2024,Single,4,1079,13:15:00,0,2827,0,Scout,AK117,Sniper XPR 50,1,"57,4%","25,0%",5,5100,0,28,100,100
toporouge,30/04/2024,Single,11,2443,20:05:00,0,3924,5,Scout,AK117,Sniper XPR 50,1,"64,0%","9,1%",76,8250,1,1,100,100
toporouge,01/05/2024,Single,7,1769,20:32:00,0,3955,8,Scout,AK117,Sniper XPR 50,1,"39,9%","28,6%",79,7860,0,2,100,100
toporouge,01/05/2024,Single,3,549,19:00:00,0,4415,2,Scout,AK117,Sniper XPR 50,0,"60,5%","0,0%",52,6925,0,6,100,100
toporouge,01/05/2024,Single,12,2935,19:27:00,0,3741,3,Scout,AK117,Sniper XPR 50,1,"44,1%","33,3%",110,8160,1,1,100,100
toporouge,01/05/2024,Single,8,1837,18:41:00,0,4650,0,Scout,AK117,Sniper XPR 50,1,"43,5%","12,5%",110,7530,1,1,100,100
toporouge,01/05/2024,Duo,2,350,16:55:00,0,4277,1,Scout,AK117,Sniper XPR 50,0,"38,6%","0,0%",101,6656,0,1,50,100
toporouge,01/05/2024,Single,8,1654,18:54:00,0,4414,1,Scout,AK117,Sniper XPR 50,1,"50,5%","25,0%",264,7595,0,1,100,100
toporouge,02/05/2024,Single,3,830,6:16:00,0,2622,0,Scout,AK117,Sniper XPR 50,0,"100,0%","33,3%",26,2680,0,50,100,100
toporouge,02/05/2024,Duo,6,1214,18:01:00,0,4972,0,Scout,AK117,Sniper XPR 50,1,"38,3%","16,7%",299,7285,1,2,50,100
toporouge,02/05/2024,Duo,2,499,7:50:00,0,1909,0,Scout,AK117,Sniper XPR 50,0,"69,2%","0,0%",-15,3302,0,35,50,100
toporouge,02/05/2024,Single,10,1972,19:23:00,0,2579,5,Scout,AK117,Sniper XPR 50,1,"48,3%","10,0%",209,7940,1,1,100,100
toporouge,02/05/2024,Single,7,1589,19:18:00,0,3304,2,Scout,AK117,Sniper XPR 50,1,"39,2%","57,1%",158,7490,1,2,100,100
romanoski,21/04/2024,Squad,4,1603,18:06:00,0,4171,9,Pumped,AK47,Bazzoca FHJ,1,"19,7%","0,0%",93,6955,0,1,25,100
romanoski,22/04/2024,Squad,2,444,17:00:00,0,4169,0,Pumped,AK47,Bazzoca FHJ,0,"18,9%","0,0%",45,6225,0,4,25,100
romanoski,23/04/2024,Squad,2,499,9:50:00,0,2935,2,Pumped,AK47,Bazzoca FHJ,0,"28,0%","0,0%",0,3962,0,17,25,100
romanoski,23/04/2024,Squad,2,397,14:30:00,1,5000,2,Pumped,AK47,Bazzoca FHJ,0,"16,2%","0,0%",30,5475,0,6,25,100
romanoski,23/04/2024,Squad,0,0,1:39:00,0,785,0,Pumped,AK47,Bazzoca FHJ,0,"0,0%","0,0%",0,1220,1,26,26,100
romanoski,23/04/2024,Squad,5,1254,18:23:00,3,5139,11,Pumped,AK47,Bazzoca FHJ,1,"22,5%","0,0%",61,7015,1,2,25,100
romanoski,23/04/2024,Squad,2,499,18:51:00,0,3528,4,Pumped,AK47,Bazzoca FHJ,0,"8,1%","0,0%",62,6255,0,2,26,100
romanoski,24/04/2024,Squad,3,942,15:17:00,0,4131,3,Pumped,AK47,Bazzoca FHJ,1,"24,8%","0,0%",34,5810,0,7,26,100
romanoski,25/04/2024,Squad,1,567,17:34:00,0,5385,4,Pumped,AK47,Bazzoca FHJ,0,"12,9%","0,0%",49,6295,1,3,25,100
romanoski,26/04/2024,Squad,1,200,2:30:00,0,1965,0,Pumped,AK47,Bazzoca FHJ,0,"85,7%","0,0%",0,1575,1,26,26,100
romanoski,26/04/2024,Squad,6,1493,17:51:00,0,3981,8,Pumped,AK47,Bazzoca FHJ,1,"14,2%","16,7%",84,7080,0,1,25,100
romanoski,26/04/2024,Squad,2,680,19:50:00,1,6385,6,Pumped,AK47,Bazzoca FHJ,0,"22,7%","0,0%",80,7275,0,1,26,100
romanoski,26/04/2024,Squad,2,1191,17:07:00,0,3484,6,Pumped,AK47,Bazzoca FHJ,1,"16,1%","0,0%",71,6260,0,3,25,100
romanoski,26/04/2024,Squad,1,472,17:34:00,0,3636,1,Pumped,AK47,Bazzoca FHJ,0,"8,4%","0,0%",50,6295,0,5,25,100
romanoski,28/04/2024,Squad,3,1012,17:40:00,0,5034,9,Pumped,AK47,Bazzoca FHJ,1,"21,2%","0,0%",73,12374,1,1,26,100
romanoski,28/04/2024,Squad,0,211,3:15:00,0,1633,1,Pumped,AK47,Bazzoca FHJ,0,"100,0%","0,0%",-28,3128,1,24,26,100
romanoski,29/04/2024,Squad,4,729,18:31:00,0,5762,3,Pumped,AK47,Bazzoca FHJ,0,"12,5%","0,0%",75,12744,1,1,25,100
romanoski,29/04/2024,Squad,2,1252,10:57:00,0,3944,4,Pumped,AK47,Bazzoca FHJ,1,"22,0%","0,0%",19,8114,0,9,25,100
romanoski,29/04/2024,Squad,5,1378,17:51:00,2,5189,4,Pumped,AK47,Bazzoca FHJ,1,"37,1%","0,0%",56,12204,1,3,25,100
romanoski,29/04/2024,Squad,3,322,18:42:00,1,4408,3,Pumped,AK47,Bazzoca FHJ,0,"31,3%","0,0%",47,7186,1,2,25,100
romanoski,30/04/2024,Squad,2,411,17:23:00,0,4450,1,Pumped,AK47,Bazzoca FHJ,0,"35,1%","0,0%",75,6671,0,2,26,100
romanoski,01/05/2024,Squad,1,300,10:37:00,0,2124,0,Pumped,AK47,Bazzoca FHJ,0,"39,1%","0,0%",-11,4097,0,12,25,100
romanoski,01/05/2024,Squad,7,2186,19:58:00,1,6058,15,Pumped,AK47,Bazzoca FHJ,1,"19,2%","0,0%",103,7815,0,1,27,100
romanoski,01/05/2024,Squad,6,1743,16:03:00,0,4984,9,Pumped,AK47,Bazzoca FHJ,1,"27,5%","0,0%",58,6340,0,4,28,100
romanoski,01/05/2024,Squad,1,514,14:45:00,2,4526,3,Pumped,AK47,Bazzoca FHJ,0,"25,0%","0,0%",31,5450,0,7,25,100
romanoski,01/05/2024,Squad,1,299,19:59:00,0,2373,2,Pumped,AK47,Bazzoca FHJ,0,"25,4%","0,0%",57,7095,1,2,25,100
romanoski,01/05/2024,Squad,3,2365,19:30:00,0,4999,5,Pumped,AK47,Bazzoca FHJ,1,"17,3%","0,0%",82,6693,0,1,26,100
romanoski,01/05/2024,Squad,2,782,18:23:00,1,4343,3,Pumped,AK47,Bazzoca FHJ,0,"15,4%","50,0%",42,6177,0,2,25,100
romanoski,01/05/2024,Squad,4,832,17:07:00,0,4503,1,Pumped,AK47,Bazzoca FHJ,0,"15,7%","25,0%",72,6127,0,1,26,100
romanoski,02/05/2024,Squad,4,1476,19:15:00,1,5002,4,Pumped,AK47,Bazzoca FHJ,1,"17,3%","0,0%",73,6716,0,1,26,100
romanoski,02/05/2024,Squad,2,794,19:07:00,3,4118,6,Pumped,AK47,Bazzoca FHJ,0,"23,5%","100,0%",33,6380,0,2,26,100
romanoski,02/05/2024,Squad,5,1266,18:06:00,0,6259,3,Pumped,AK47,Bazzoca FHJ,1,"18,6%","40,0%",73,6490,0,1,25,100
romanoski,02/05/2024,Squad,6,1547,17:18:00,3,5530,10,Pumped,AK47,Bazzoca FHJ,1,"19,2%","0,0%",76,6361,0,1,25,100
romanoski,02/05/2024,Squad,0,12,2:56:00,0,1052,0,Pumped,AK47,Bazzoca FHJ,0,"5,0%","0,0%",-15,1540,1,25,26,100
